step,x,y,action,target_x,target_y,semantic,height,slope,roughness,traversability_class,cost,step_cost,cumulative_cost,planner_mode,coverage_rate,recovery_id,reason
420,16,12,cover,16,12,floor,0.0,0.0,0.0,free,1.0,1.0,420.0,baseline_2d,0.5,2,toward_cover
421,16,13,cover,16,13,floor,0.0,0.0,0.0,free,1.0,1.0,421.0,baseline_2d,0.5011990407673861,2,toward_cover
422,17,13,cover,17,13,floor,0.0,0.0,0.0,free,1.0,1.0,422.0,baseline_2d,0.5023980815347722,2,toward_cover
423,18,13,cover,18,13,floor,0.0,0.0,0.0,free,1.0,1.0,423.0,baseline_2d,0.5035971223021583,2,toward_cover
424,19,13,cover,19,13,floor,0.0,0.0,0.0,free,1.0,1.0,424.0,baseline_2d,0.5047961630695443,2,toward_cover
425,20,13,cover,20,13,floor,0.0,0.0,0.0,free,1.0,1.0,425.0,baseline_2d,0.5059952038369304,2,toward_cover
426,21,13,cover,21,13,floor,0.0,0.0,0.0,free,1.0,1.0,426.0,baseline_2d,0.5071942446043165,2,toward_cover
427,22,13,cover,22,13,floor,0.0,0.0,0.0,free,1.0,1.0,427.0,baseline_2d,0.5083932853717026,2,toward_cover
428,23,13,cover,23,13,floor,0.0,0.0,0.0,free,1.0,1.0,428.0,baseline_2d,0.5095923261390888,2,toward_cover
429,24,13,cover,24,13,floor,0.0,0.0,0.0,free,1.0,1.0,429.0,baseline_2d,0.5107913669064749,2,toward_cover
430,25,13,cover,25,13,floor,0.0,0.0,0.0,free,1.0,1.0,430.0,baseline_2d,0.511990407673861,2,toward_cover
431,26,13,cover,26,13,floor,0.0,0.0,0.0,free,1.0,1.0,431.0,baseline_2d,0.513189448441247,2,toward_cover
432,27,13,cover,27,13,floor,0.0,0.0,0.0,free,1.0,1.0,432.0,baseline_2d,0.5143884892086331,2,toward_cover
433,28,13,cover,28,13,floor,0.0,0.0,0.0,free,1.0,1.0,433.0,baseline_2d,0.5155875299760192,2,toward_cover
434,29,13,cover,29,13,floor,0.0,0.0,0.0,free,1.0,1.0,434.0,baseline_2d,0.5167865707434053,2,toward_cover
435,30,13,cover,30,13,floor,0.0,0.0,0.0,free,1.0,1.0,435.0,baseline_2d,0.5179856115107914,2,toward_cover
436,30,14,cover,30,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,436.0,baseline_2d,0.5191846522781774,2,toward_cover
437,29,14,cover,29,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,437.0,baseline_2d,0.5203836930455635,2,toward_cover
438,28,14,cover,28,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,438.0,baseline_2d,0.5215827338129496,2,toward_cover
439,27,14,cover,27,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,439.0,baseline_2d,0.5227817745803357,2,toward_cover
440,26,14,cover,26,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,440.0,baseline_2d,0.5239808153477218,2,toward_cover
441,25,14,cover,25,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,441.0,baseline_2d,0.5251798561151079,2,toward_cover
442,24,14,cover,24,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,442.0,baseline_2d,0.526378896882494,2,toward_cover
443,23,14,cover,23,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,443.0,baseline_2d,0.5275779376498801,2,toward_cover
444,22,14,cover,22,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,444.0,baseline_2d,0.5287769784172662,2,toward_cover
445,21,14,cover,21,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,445.0,baseline_2d,0.5299760191846523,2,toward_cover
446,20,14,cover,20,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,446.0,baseline_2d,0.5311750599520384,2,toward_cover
447,19,14,cover,19,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,447.0,baseline_2d,0.5323741007194245,2,toward_cover
448,18,14,cover,18,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,448.0,baseline_2d,0.5335731414868106,2,toward_cover
449,17,14,cover,17,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,449.0,baseline_2d,0.5347721822541966,2,toward_cover
450,16,14,cover,16,14,low_bump,0.15,0.0,0.0,cautious,2.0,1.0,450.0,baseline_2d,0.5359712230215827,2,toward_cover
451,15,14,cover,15,14,floor,0.0,0.0,0.0,free,1.0,1.0,451.0,baseline_2d,0.5371702637889688,2,toward_cover
452,14,14,cover,14,14,floor,0.0,0.0,0.0,free,1.0,1.0,452.0,baseline_2d,0.5383693045563549,2,toward_cover
453,13,14,cover,13,14,floor,0.0,0.0,0.0,free,1.0,1.0,453.0,baseline_2d,0.539568345323741,2,toward_cover
454,12,14,cover,12,14,floor,0.0,0.0,0.0,free,1.0,1.0,454.0,baseline_2d,0.5407673860911271,2,toward_cover
455,11,14,cover,11,14,floor,0.0,0.0,0.0,free,1.0,1.0,455.0,baseline_2d,0.5419664268585132,2,toward_cover
456,10,14,cover,10,14,floor,0.0,0.0,0.0,free,1.0,1.0,456.0,baseline_2d,0.5431654676258992,2,toward_cover
457,9,14,cover,9,14,floor,0.0,0.0,0.0,free,1.0,1.0,457.0,baseline_2d,0.5443645083932853,2,toward_cover
458,8,14,cover,8,14,floor,0.0,0.0,0.0,free,1.0,1.0,458.0,baseline_2d,0.5455635491606715,2,toward_cover
459,7,14,cover,7,14,floor,0.0,0.0,0.0,free,1.0,1.0,459.0,baseline_2d,0.5467625899280576,2,toward_cover
460,6,14,cover,6,14,floor,0.0,0.0,0.0,free,1.0,1.0,460.0,baseline_2d,0.5479616306954437,2,toward_cover
461,5,14,cover,5,14,floor,0.0,0.0,0.0,free,1.0,1.0,461.0,baseline_2d,0.5491606714628298,2,toward_cover
462,4,14,cover,4,14,floor,0.0,0.0,0.0,free,1.0,1.0,462.0,baseline_2d,0.5503597122302158,2,toward_cover
463,3,14,cover,3,14,floor,0.0,0.0,0.0,free,1.0,1.0,463.0,baseline_2d,0.5515587529976019,2,toward_cover
464,2,14,cover,2,14,floor,0.0,0.0,0.0,free,1.0,1.0,464.0,baseline_2d,0.552757793764988,2,toward_cover
465,1,14,cover,1,14,floor,0.0,0.0,0.0,free,1.0,1.0,465.0,baseline_2d,0.5539568345323741,2,toward_cover
466,1,15,cover,1,15,floor,0.0,0.0,0.0,free,1.0,1.0,466.0,baseline_2d,0.5551558752997602,2,toward_cover
467,2,15,cover,2,15,floor,0.0,0.0,0.0,free,1.0,1.0,467.0,baseline_2d,0.5563549160671463,2,toward_cover
468,3,15,cover,3,15,floor,0.0,0.0,0.0,free,1.0,1.0,468.0,baseline_2d,0.5575539568345323,2,toward_cover
469,4,15,cover,4,15,floor,0.0,0.0,0.0,free,1.0,1.0,469.0,baseline_2d,0.5587529976019184,2,toward_cover
470,5,15,cover,5,15,floor,0.0,0.0,0.0,free,1.0,1.0,470.0,baseline_2d,0.5599520383693045,2,toward_cover
471,6,15,cover,6,15,floor,0.0,0.0,0.0,free,1.0,1.0,471.0,baseline_2d,0.5611510791366906,2,toward_cover
472,7,15,cover,7,15,floor,0.0,0.0,0.0,free,1.0,1.0,472.0,baseline_2d,0.5623501199040767,2,toward_cover
473,8,15,cover,8,15,floor,0.0,0.0,0.0,free,1.0,1.0,473.0,baseline_2d,0.5635491606714629,2,toward_cover
474,9,15,cover,9,15,floor,0.0,0.0,0.0,free,1.0,1.0,474.0,baseline_2d,0.564748201438849,2,toward_cover
475,10,15,cover,10,15,floor,0.0,0.0,0.0,free,1.0,1.0,475.0,baseline_2d,0.565947242206235,2,toward_cover
476,11,15,cover,11,15,floor,0.0,0.0,0.0,free,1.0,1.0,476.0,baseline_2d,0.5671462829736211,2,toward_cover
477,12,15,cover,12,15,floor,0.0,0.0,0.0,free,1.0,1.0,477.0,baseline_2d,0.5683453237410072,2,toward_cover
478,13,15,cover,13,15,floor,0.0,0.0,0.0,free,1.0,1.0,478.0,baseline_2d,0.5695443645083933,2,toward_cover
479,14,15,cover,14,15,floor,0.0,0.0,0.0,free,1.0,1.0,479.0,baseline_2d,0.5707434052757794,2,toward_cover
480,15,15,cover,15,15,floor,0.0,0.0,0.0,free,1.0,1.0,480.0,baseline_2d,0.5719424460431655,2,toward_cover
481,16,15,cover,16,15,floor,0.0,0.0,0.0,free,1.0,1.0,481.0,baseline_2d,0.5731414868105515,2,toward_cover
482,17,15,cover,17,15,floor,0.0,0.0,0.0,free,1.0,1.0,482.0,baseline_2d,0.5743405275779376,2,toward_cover
483,18,15,cover,18,15,floor,0.0,0.0,0.0,free,1.0,1.0,483.0,baseline_2d,0.5755395683453237,2,toward_cover
484,19,15,cover,19,15,floor,0.0,0.0,0.0,free,1.0,1.0,484.0,baseline_2d,0.5767386091127098,2,toward_cover
485,20,15,cover,20,15,floor,0.0,0.0,0.0,free,1.0,1.0,485.0,baseline_2d,0.5779376498800959,2,toward_cover
486,21,15,cover,21,15,floor,0.0,0.0,0.0,free,1.0,1.0,486.0,baseline_2d,0.579136690647482,2,toward_cover
487,22,15,cover,22,15,floor,0.0,0.0,0.0,free,1.0,1.0,487.0,baseline_2d,0.580335731414868,2,toward_cover
488,23,15,cover,23,15,floor,0.0,0.0,0.0,free,1.0,1.0,488.0,baseline_2d,0.5815347721822542,2,toward_cover
489,24,15,cover,24,15,floor,0.0,0.0,0.0,free,1.0,1.0,489.0,baseline_2d,0.5827338129496403,2,toward_cover
490,25,15,cover,25,15,floor,0.0,0.0,0.0,free,1.0,1.0,490.0,baseline_2d,0.5839328537170264,2,toward_cover
491,26,15,cover,26,15,floor,0.0,0.0,0.0,free,1.0,1.0,491.0,baseline_2d,0.5851318944844125,2,toward_cover
492,27,15,cover,27,15,floor,0.0,0.0,0.0,free,1.0,1.0,492.0,baseline_2d,0.5863309352517986,2,toward_cover
493,28,15,cover,28,15,floor,0.0,0.0,0.0,free,1.0,1.0,493.0,baseline_2d,0.5875299760191847,2,toward_cover
494,29,15,cover,29,15,floor,0.0,0.0,0.0,free,1.0,1.0,494.0,baseline_2d,0.5887290167865707,2,toward_cover
495,30,15,cover,30,15,floor,0.0,0.0,0.0,free,1.0,1.0,495.0,baseline_2d,0.5899280575539568,2,toward_cover
496,30,16,cover,30,16,floor,0.0,0.0,0.0,free,1.0,1.0,496.0,baseline_2d,0.5911270983213429,2,toward_cover
497,29,16,cover,29,16,floor,0.0,0.0,0.0,free,1.0,1.0,497.0,baseline_2d,0.592326139088729,2,toward_cover
498,28,16,cover,28,16,floor,0.0,0.0,0.0,free,1.0,1.0,498.0,baseline_2d,0.5935251798561151,2,toward_cover
499,27,16,cover,27,16,floor,0.0,0.0,0.0,free,1.0,1.0,499.0,baseline_2d,0.5947242206235012,2,toward_cover
500,26,16,cover,26,16,floor,0.0,0.0,0.0,free,1.0,1.0,500.0,baseline_2d,0.5959232613908872,2,toward_cover
501,25,16,cover,25,16,floor,0.0,0.0,0.0,free,1.0,1.0,501.0,baseline_2d,0.5971223021582733,2,toward_cover
502,24,16,cover,24,16,floor,0.0,0.0,0.0,free,1.0,1.0,502.0,baseline_2d,0.5983213429256595,2,toward_cover
503,23,16,cover,23,16,floor,0.0,0.0,0.0,free,1.0,1.0,503.0,baseline_2d,0.5995203836930456,2,toward_cover
504,22,16,cover,22,16,floor,0.0,0.0,0.0,free,1.0,1.0,504.0,baseline_2d,0.6007194244604317,2,toward_cover
505,21,16,cover,21,16,floor,0.0,0.0,0.0,free,1.0,1.0,505.0,baseline_2d,0.6019184652278178,2,toward_cover
506,20,16,cover,20,16,floor,0.0,0.0,0.0,free,1.0,1.0,506.0,baseline_2d,0.6031175059952039,2,toward_cover
507,19,16,cover,19,16,floor,0.0,0.0,0.0,free,1.0,1.0,507.0,baseline_2d,0.60431654676259,2,toward_cover
508,18,16,cover,18,16,floor,0.0,0.0,0.0,free,1.0,1.0,508.0,baseline_2d,0.605515587529976,2,toward_cover
509,17,16,cover,17,16,floor,0.0,0.0,0.0,free,1.0,1.0,509.0,baseline_2d,0.6067146282973621,2,toward_cover
510,16,16,cover,16,16,floor,0.0,0.0,0.0,free,1.0,1.0,510.0,baseline_2d,0.6079136690647482,2,toward_cover
511,15,16,cover,15,16,floor,0.0,0.0,0.0,free,1.0,1.0,511.0,baseline_2d,0.6091127098321343,2,toward_cover
512,14,16,cover,14,16,floor,0.0,0.0,0.0,free,1.0,1.0,512.0,baseline_2d,0.6103117505995204,2,toward_cover
513,13,16,cover,13,16,floor,0.0,0.0,0.0,free,1.0,1.0,513.0,baseline_2d,0.6115107913669064,2,toward_cover
514,12,16,cover,12,16,floor,0.0,0.0,0.0,free,1.0,1.0,514.0,baseline_2d,0.6127098321342925,2,toward_cover
515,11,16,cover,11,16,floor,0.0,0.0,0.0,free,1.0,1.0,515.0,baseline_2d,0.6139088729016786,2,toward_cover
516,10,16,cover,10,16,floor,0.0,0.0,0.0,free,1.0,1.0,516.0,baseline_2d,0.6151079136690647,2,toward_cover
517,9,16,cover,9,16,floor,0.0,0.0,0.0,free,1.0,1.0,517.0,baseline_2d,0.6163069544364509,2,toward_cover
518,8,16,cover,8,16,carpet,0.0,0.0,0.18,cautious,2.5,1.0,518.0,baseline_2d,0.617505995203837,2,toward_cover
519,7,16,cover,7,16,carpet,0.0,0.0,0.18,cautious,2.5,1.0,519.0,baseline_2d,0.6187050359712231,2,toward_cover
520,6,16,cover,6,16,carpet,0.0,0.0,0.18,cautious,2.5,1.0,520.0,baseline_2d,0.6199040767386091,2,toward_cover
521,5,16,cover,5,16,carpet,0.0,0.0,0.18,cautious,2.5,1.0,521.0,baseline_2d,0.6211031175059952,2,toward_cover
522,4,16,cover,4,16,carpet,0.0,0.0,0.18,cautious,2.5,1.0,522.0,baseline_2d,0.6223021582733813,2,toward_cover
523,3,16,cover,3,16,carpet,0.0,0.0,0.18,cautious,2.5,1.0,523.0,baseline_2d,0.6235011990407674,2,toward_cover
524,2,16,cover,2,16,carpet,0.0,0.0,0.18,cautious,2.5,1.0,524.0,baseline_2d,0.6247002398081535,2,toward_cover
525,1,16,cover,1,16,floor,0.0,0.0,0.0,free,1.0,1.0,525.0,baseline_2d,0.6258992805755396,2,toward_cover
526,1,17,cover,1,17,floor,0.0,0.0,0.0,free,1.0,1.0,526.0,baseline_2d,0.6270983213429256,2,toward_cover
527,2,17,cover,2,17,carpet,0.0,0.0,0.18,cautious,2.5,1.0,527.0,baseline_2d,0.6282973621103117,2,toward_cover
528,3,17,cover,3,17,carpet,0.0,0.0,0.18,cautious,2.5,1.0,528.0,baseline_2d,0.6294964028776978,2,toward_cover
529,4,17,cover,4,17,carpet,0.0,0.0,0.18,cautious,2.5,1.0,529.0,baseline_2d,0.6306954436450839,2,toward_cover
530,5,17,cover,5,17,carpet,0.0,0.0,0.18,cautious,2.5,1.0,530.0,baseline_2d,0.63189448441247,2,toward_cover
531,6,17,cover,6,17,carpet,0.0,0.0,0.18,cautious,2.5,1.0,531.0,baseline_2d,0.6330935251798561,2,toward_cover
532,7,17,cover,7,17,carpet,0.0,0.0,0.18,cautious,2.5,1.0,532.0,baseline_2d,0.6342925659472423,2,toward_cover
533,8,17,cover,8,17,carpet,0.0,0.0,0.18,cautious,2.5,1.0,533.0,baseline_2d,0.6354916067146283,2,toward_cover
534,9,17,cover,9,17,floor,0.0,0.0,0.0,free,1.0,1.0,534.0,baseline_2d,0.6366906474820144,2,toward_cover
535,9,18,cover,9,18,floor,0.0,0.0,0.0,free,1.0,1.0,535.0,baseline_2d,0.6378896882494005,2,toward_cover
536,8,18,cover,8,18,carpet,0.0,0.0,0.18,cautious,2.5,1.0,536.0,baseline_2d,0.6390887290167866,2,toward_cover
537,7,18,cover,7,18,carpet,0.0,0.0,0.18,cautious,2.5,1.0,537.0,baseline_2d,0.6402877697841727,2,toward_cover
538,6,18,cover,6,18,carpet,0.0,0.0,0.18,cautious,2.5,1.0,538.0,baseline_2d,0.6414868105515588,2,toward_cover
539,5,18,cover,5,18,carpet,0.0,0.0,0.18,cautious,2.5,1.0,539.0,baseline_2d,0.6426858513189448,2,toward_cover
540,4,18,cover,4,18,carpet,0.0,0.0,0.18,cautious,2.5,1.0,540.0,baseline_2d,0.6438848920863309,2,toward_cover
541,3,18,cover,3,18,carpet,0.0,0.0,0.18,cautious,2.5,1.0,541.0,baseline_2d,0.645083932853717,2,toward_cover
542,2,18,cover,2,18,carpet,0.0,0.0,0.18,cautious,2.5,1.0,542.0,baseline_2d,0.6462829736211031,2,toward_cover
543,1,18,cover,1,18,floor,0.0,0.0,0.0,free,1.0,1.0,543.0,baseline_2d,0.6474820143884892,2,toward_cover
544,1,19,cover,1,19,floor,0.0,0.0,0.0,free,1.0,1.0,544.0,baseline_2d,0.6486810551558753,2,toward_cover
545,2,19,cover,2,19,carpet,0.0,0.0,0.18,cautious,2.5,1.0,545.0,baseline_2d,0.6498800959232613,2,toward_cover
546,3,19,cover,3,19,carpet,0.0,0.0,0.18,cautious,2.5,1.0,546.0,baseline_2d,0.6510791366906474,2,toward_cover
547,4,19,cover,4,19,carpet,0.0,0.0,0.18,cautious,2.5,1.0,547.0,baseline_2d,0.6522781774580336,2,toward_cover
548,5,19,cover,5,19,carpet,0.0,0.0,0.18,cautious,2.5,1.0,548.0,baseline_2d,0.6534772182254197,2,toward_cover
549,6,19,cover,6,19,carpet,0.0,0.0,0.18,cautious,2.5,1.0,549.0,baseline_2d,0.6546762589928058,2,toward_cover
550,7,19,cover,7,19,carpet,0.0,0.0,0.18,cautious,2.5,1.0,550.0,baseline_2d,0.6558752997601919,2,toward_cover
551,8,19,cover,8,19,carpet,0.0,0.0,0.18,cautious,2.5,1.0,551.0,baseline_2d,0.657074340527578,2,toward_cover
552,9,19,cover,9,19,floor,0.0,0.0,0.0,free,1.0,1.0,552.0,baseline_2d,0.658273381294964,2,toward_cover
553,9,20,cover,9,20,floor,0.0,0.0,0.0,free,1.0,1.0,553.0,baseline_2d,0.6594724220623501,2,toward_cover
554,8,20,cover,8,20,carpet,0.0,0.0,0.18,cautious,2.5,1.0,554.0,baseline_2d,0.6606714628297362,2,toward_cover
555,7,20,cover,7,20,carpet,0.0,0.0,0.18,cautious,2.5,1.0,555.0,baseline_2d,0.6618705035971223,2,toward_cover
556,6,20,cover,6,20,carpet,0.0,0.0,0.18,cautious,2.5,1.0,556.0,baseline_2d,0.6630695443645084,2,toward_cover
557,5,20,cover,5,20,carpet,0.0,0.0,0.18,cautious,2.5,1.0,557.0,baseline_2d,0.6642685851318945,2,toward_cover
558,4,20,cover,4,20,carpet,0.0,0.0,0.18,cautious,2.5,1.0,558.0,baseline_2d,0.6654676258992805,2,toward_cover
559,3,20,cover,3,20,carpet,0.0,0.0,0.18,cautious,2.5,1.0,559.0,baseline_2d,0.6666666666666666,2,toward_cover
560,2,20,cover,2,20,carpet,0.0,0.0,0.18,cautious,2.5,1.0,560.0,baseline_2d,0.6678657074340527,2,toward_cover
561,1,20,cover,1,20,floor,0.0,0.0,0.0,free,1.0,1.0,561.0,baseline_2d,0.6690647482014388,2,toward_cover
562,1,21,cover,1,21,floor,0.0,0.0,0.0,free,1.0,1.0,562.0,baseline_2d,0.670263788968825,2,toward_cover
563,2,21,cover,2,21,carpet,0.0,0.0,0.18,cautious,2.5,1.0,563.0,baseline_2d,0.6714628297362111,2,toward_cover
564,3,21,cover,3,21,carpet,0.0,0.0,0.18,cautious,2.5,1.0,564.0,baseline_2d,0.6726618705035972,2,toward_cover
565,4,21,cover,4,21,carpet,0.0,0.0,0.18,cautious,2.5,1.0,565.0,baseline_2d,0.6738609112709832,2,toward_cover
566,5,21,cover,5,21,carpet,0.0,0.0,0.18,cautious,2.5,1.0,566.0,baseline_2d,0.6750599520383693,2,toward_cover
567,6,21,cover,6,21,carpet,0.0,0.0,0.18,cautious,2.5,1.0,567.0,baseline_2d,0.6762589928057554,2,toward_cover
568,7,21,cover,7,21,carpet,0.0,0.0,0.18,cautious,2.5,1.0,568.0,baseline_2d,0.6774580335731415,2,toward_cover
569,8,21,cover,8,21,carpet,0.0,0.0,0.18,cautious,2.5,1.0,569.0,baseline_2d,0.6786570743405276,2,toward_cover
570,9,21,cover,9,21,floor,0.0,0.0,0.0,free,1.0,1.0,570.0,baseline_2d,0.6798561151079137,2,toward_cover
571,9,22,cover,9,22,floor,0.0,0.0,0.0,free,1.0,1.0,571.0,baseline_2d,0.6810551558752997,2,toward_cover
572,8,22,cover,8,22,carpet,0.0,0.0,0.18,cautious,2.5,1.0,572.0,baseline_2d,0.6822541966426858,2,toward_cover
573,7,22,cover,7,22,carpet,0.0,0.0,0.18,cautious,2.5,1.0,573.0,baseline_2d,0.6834532374100719,2,toward_cover
574,6,22,cover,6,22,carpet,0.0,0.0,0.18,cautious,2.5,1.0,574.0,baseline_2d,0.684652278177458,2,toward_cover
575,5,22,cover,5,22,carpet,0.0,0.0,0.18,cautious,2.5,1.0,575.0,baseline_2d,0.6858513189448441,2,toward_cover
576,4,22,cover,4,22,carpet,0.0,0.0,0.18,cautious,2.5,1.0,576.0,baseline_2d,0.6870503597122302,2,toward_cover
577,3,22,cover,3,22,carpet,0.0,0.0,0.18,cautious,2.5,1.0,577.0,baseline_2d,0.6882494004796164,2,toward_cover
578,2,22,cover,2,22,carpet,0.0,0.0,0.18,cautious,2.5,1.0,578.0,baseline_2d,0.6894484412470024,2,toward_cover
579,1,22,cover,1,22,floor,0.0,0.0,0.0,free,1.0,1.0,579.0,baseline_2d,0.6906474820143885,2,toward_cover
580,1,23,cover,1,23,floor,0.0,0.0,0.0,free,1.0,1.0,580.0,baseline_2d,0.6918465227817746,2,toward_cover
581,2,23,cover,2,23,floor,0.0,0.0,0.0,free,1.0,1.0,581.0,baseline_2d,0.6930455635491607,2,toward_cover
582,3,23,cover,3,23,floor,0.0,0.0,0.0,free,1.0,1.0,582.0,baseline_2d,0.6942446043165468,2,toward_cover
583,4,23,cover,4,23,floor,0.0,0.0,0.0,free,1.0,1.0,583.0,baseline_2d,0.6954436450839329,2,toward_cover
584,5,23,cover,5,23,floor,0.0,0.0,0.0,free,1.0,1.0,584.0,baseline_2d,0.6966426858513189,2,toward_cover
585,6,23,cover,6,23,floor,0.0,0.0,0.0,free,1.0,1.0,585.0,baseline_2d,0.697841726618705,2,toward_cover
586,7,23,cover,7,23,floor,0.0,0.0,0.0,free,1.0,1.0,586.0,baseline_2d,0.6990407673860911,2,toward_cover
587,8,23,cover,8,23,floor,0.0,0.0,0.0,free,1.0,1.0,587.0,baseline_2d,0.7002398081534772,2,toward_cover
588,9,23,cover,9,23,floor,0.0,0.0,0.0,free,1.0,1.0,588.0,baseline_2d,0.7014388489208633,2,toward_cover
589,9,24,cover,9,24,floor,0.0,0.0,0.0,free,1.0,1.0,589.0,baseline_2d,0.7026378896882494,2,toward_cover
590,8,24,cover,8,24,floor,0.0,0.0,0.0,free,1.0,1.0,590.0,baseline_2d,0.7038369304556354,2,toward_cover
591,7,24,cover,7,24,floor,0.0,0.0,0.0,free,1.0,1.0,591.0,baseline_2d,0.7050359712230215,2,toward_cover
592,6,24,cover,6,24,floor,0.0,0.0,0.0,free,1.0,1.0,592.0,baseline_2d,0.7062350119904077,2,toward_cover
593,5,24,cover,5,24,floor,0.0,0.0,0.0,free,1.0,1.0,593.0,baseline_2d,0.7074340527577938,2,toward_cover
594,4,24,cover,4,24,floor,0.0,0.0,0.0,free,1.0,1.0,594.0,baseline_2d,0.7086330935251799,2,toward_cover
595,3,24,cover,3,24,floor,0.0,0.0,0.0,free,1.0,1.0,595.0,baseline_2d,0.709832134292566,2,toward_cover
596,2,24,cover,2,24,floor,0.0,0.0,0.0,free,1.0,1.0,596.0,baseline_2d,0.7110311750599521,2,toward_cover
597,1,24,cover,1,24,floor,0.0,0.0,0.0,free,1.0,1.0,597.0,baseline_2d,0.7122302158273381,2,toward_cover
598,1,25,cover,1,25,floor,0.0,0.0,0.0,free,1.0,1.0,598.0,baseline_2d,0.7134292565947242,2,toward_cover
599,2,25,cover,2,25,floor,0.0,0.0,0.0,free,1.0,1.0,599.0,baseline_2d,0.7146282973621103,2,toward_cover
600,3,25,cover,3,25,floor,0.0,0.0,0.0,free,1.0,1.0,600.0,baseline_2d,0.7158273381294964,2,toward_cover
601,4,25,cover,4,25,floor,0.0,0.0,0.0,free,1.0,1.0,601.0,baseline_2d,0.7170263788968825,2,toward_cover
602,5,25,cover,5,25,floor,0.0,0.0,0.0,free,1.0,1.0,602.0,baseline_2d,0.7182254196642686,2,toward_cover
603,6,25,cover,6,25,floor,0.0,0.0,0.0,free,1.0,1.0,603.0,baseline_2d,0.7194244604316546,2,toward_cover
604,7,25,cover,7,25,floor,0.0,0.0,0.0,free,1.0,1.0,604.0,baseline_2d,0.7206235011990407,2,toward_cover
605,8,25,cover,8,25,floor,0.0,0.0,0.0,free,1.0,1.0,605.0,baseline_2d,0.7218225419664268,2,toward_cover
606,9,25,cover,9,25,floor,0.0,0.0,0.0,free,1.0,1.0,606.0,baseline_2d,0.7230215827338129,2,toward_cover
607,10,25,cover,10,25,floor,0.0,0.0,0.0,free,1.0,1.0,607.0,baseline_2d,0.7242206235011991,2,toward_cover
608,11,25,cover,11,25,floor,0.0,0.0,0.0,free,1.0,1.0,608.0,baseline_2d,0.7254196642685852,2,toward_cover
609,12,25,cover,12,25,floor,0.0,0.0,0.0,free,1.0,1.0,609.0,baseline_2d,0.7266187050359713,2,toward_cover
610,13,25,cover,13,25,floor,0.0,0.0,0.0,free,1.0,1.0,610.0,baseline_2d,0.7278177458033573,2,toward_cover
611,14,25,cover,14,25,floor,0.0,0.0,0.0,free,1.0,1.0,611.0,baseline_2d,0.7290167865707434,2,toward_cover
612,15,25,cover,15,25,floor,0.0,0.0,0.0,free,1.0,1.0,612.0,baseline_2d,0.7302158273381295,2,toward_cover
613,16,25,cover,16,25,floor,0.0,0.0,0.0,free,1.0,1.0,613.0,baseline_2d,0.7314148681055156,2,toward_cover
614,17,25,cover,17,25,floor,0.0,0.0,0.0,free,1.0,1.0,614.0,baseline_2d,0.7326139088729017,2,toward_cover
615,18,25,cover,18,25,floor,0.0,0.0,0.0,free,1.0,1.0,615.0,baseline_2d,0.7338129496402878,2,toward_cover
616,19,25,cover,19,25,floor,0.0,0.0,0.0,free,1.0,1.0,616.0,baseline_2d,0.7350119904076738,2,toward_cover
617,20,25,cover,20,25,floor,0.0,0.0,0.0,free,1.0,1.0,617.0,baseline_2d,0.7362110311750599,2,toward_cover
618,21,25,cover,21,25,floor,0.0,0.0,0.0,free,1.0,1.0,618.0,baseline_2d,0.737410071942446,2,toward_cover
619,22,25,cover,22,25,floor,0.0,0.0,0.0,free,1.0,1.0,619.0,baseline_2d,0.7386091127098321,2,toward_cover
620,22,24,cover,22,24,floor,0.0,0.0,0.0,free,1.0,1.0,620.0,baseline_2d,0.7398081534772182,2,toward_cover
621,22,23,cover,22,23,floor,0.0,0.0,0.0,free,1.0,1.0,621.0,baseline_2d,0.7410071942446043,2,toward_cover
622,22,22,cover,22,22,floor,0.0,0.0,0.0,free,1.0,1.0,622.0,baseline_2d,0.7422062350119905,2,toward_cover
623,22,21,cover,22,21,floor,0.0,0.0,0.0,free,1.0,1.0,623.0,baseline_2d,0.7434052757793765,2,toward_cover
624,22,20,cover,22,20,floor,0.0,0.0,0.0,free,1.0,1.0,624.0,baseline_2d,0.7446043165467626,2,toward_cover
625,22,19,cover,22,19,floor,0.0,0.0,0.0,free,1.0,1.0,625.0,baseline_2d,0.7458033573141487,2,toward_cover
626,22,18,cover,22,18,floor,0.0,0.0,0.0,free,1.0,1.0,626.0,baseline_2d,0.7470023980815348,2,toward_cover
627,22,17,cover,22,17,floor,0.0,0.0,0.0,free,1.0,1.0,627.0,baseline_2d,0.7482014388489209,2,toward_cover
