step,x,y,action,target_x,target_y,semantic,height,slope,roughness,traversability_class,cost,coverage_rate,recovery_id,reason
229,26,11,cover,26,11,curtain_soft,0.0,0.0,0.0,cautious,2.0,0.3377777777777778,1,toward_cover
230,27,11,cover,27,11,floor,0.0,0.0,0.0,normal,1.0,0.33925925925925926,1,toward_cover
231,28,11,cover,28,11,floor,0.0,0.0,0.0,normal,1.0,0.34074074074074073,1,toward_cover
232,29,11,cover,29,11,floor,0.0,0.0,0.0,normal,1.0,0.3422222222222222,1,toward_cover
233,30,11,cover,30,11,floor,0.0,0.0,0.0,normal,1.0,0.3437037037037037,1,toward_cover
234,31,11,cover,31,11,floor,0.0,0.0,0.0,normal,1.0,0.3451851851851852,1,toward_cover
235,32,11,cover,32,11,floor,0.0,0.0,0.0,normal,1.0,0.3466666666666667,1,toward_cover
236,33,11,cover,33,11,floor,0.0,0.0,0.0,normal,1.0,0.34814814814814815,1,toward_cover
237,34,11,cover,34,11,floor,0.0,0.0,0.0,normal,1.0,0.3496296296296296,1,toward_cover
238,34,12,cover,34,12,floor,0.0,0.0,0.0,normal,1.0,0.3511111111111111,1,toward_cover
239,33,12,cover,33,12,floor,0.0,0.0,0.0,normal,1.0,0.35259259259259257,1,toward_cover
240,32,12,cover,32,12,floor,0.0,0.0,0.0,normal,1.0,0.3540740740740741,1,toward_cover
241,31,12,cover,31,12,floor,0.0,0.0,0.0,normal,1.0,0.35555555555555557,1,toward_cover
242,30,12,cover,30,12,floor,0.0,0.0,0.0,normal,1.0,0.35703703703703704,1,toward_cover
243,29,12,cover,29,12,floor,0.0,0.0,0.0,normal,1.0,0.3585185185185185,1,toward_cover
244,28,12,cover,28,12,floor,0.0,0.0,0.0,normal,1.0,0.36,1,toward_cover
245,27,12,cover,27,12,floor,0.0,0.0,0.0,normal,1.0,0.36148148148148146,1,toward_cover
246,26,12,cover,26,12,curtain_soft,0.0,0.0,0.0,cautious,2.0,0.362962962962963,1,toward_cover
247,25,12,cover,25,12,floor,0.0,0.0,0.0,normal,1.0,0.36444444444444446,1,toward_cover
248,24,12,cover,24,12,floor,0.0,0.0,0.0,normal,1.0,0.36592592592592593,1,toward_cover
249,24,13,cover,24,13,floor,0.0,0.0,0.0,normal,1.0,0.3674074074074074,1,toward_cover
250,25,13,cover,25,13,floor,0.0,0.0,0.0,normal,1.0,0.3688888888888889,1,toward_cover
251,26,13,cover,26,13,curtain_soft,0.0,0.0,0.0,cautious,2.0,0.37037037037037035,1,toward_cover
