step,x,y,action,target_x,target_y,semantic,height,slope,roughness,traversability_class,cost,step_cost,cumulative_cost,planner_mode,coverage_rate,recovery_id,reason
271,12,13,cover,12,13,floor,0.0,0.0,0.0,free,1.0,1.0,271.0,baseline_2d,0.4909090909090909,1,toward_cover
272,13,13,cover,13,13,floor,0.0,0.0,0.0,free,1.0,1.0,272.0,baseline_2d,0.49272727272727274,1,toward_cover
273,14,13,cover,14,13,floor,0.0,0.0,0.0,free,1.0,1.0,273.0,baseline_2d,0.49454545454545457,1,toward_cover
274,15,13,cover,15,13,floor,0.0,0.0,0.0,free,1.0,1.0,274.0,baseline_2d,0.49636363636363634,1,toward_cover
275,15,14,cover,15,14,floor,0.0,0.0,0.0,free,1.0,1.0,275.0,baseline_2d,0.49818181818181817,1,toward_cover
276,14,14,cover,14,14,floor,0.0,0.0,0.0,free,1.0,1.0,276.0,baseline_2d,0.5,1,toward_cover
277,13,14,cover,13,14,floor,0.0,0.0,0.0,free,1.0,1.0,277.0,baseline_2d,0.5018181818181818,1,toward_cover
278,12,14,cover,12,14,floor,0.0,0.0,0.0,free,1.0,1.0,278.0,baseline_2d,0.5036363636363637,1,toward_cover
279,11,14,cover,11,14,floor,0.0,0.0,0.0,free,1.0,1.0,279.0,baseline_2d,0.5054545454545455,1,toward_cover
280,11,15,cover,11,15,floor,0.0,0.0,0.0,free,1.0,1.0,280.0,baseline_2d,0.5072727272727273,1,toward_cover
281,12,15,cover,12,15,floor,0.0,0.0,0.0,free,1.0,1.0,281.0,baseline_2d,0.509090909090909,1,toward_cover
282,13,15,cover,13,15,floor,0.0,0.0,0.0,free,1.0,1.0,282.0,baseline_2d,0.5109090909090909,1,toward_cover
283,14,15,cover,14,15,floor,0.0,0.0,0.0,free,1.0,1.0,283.0,baseline_2d,0.5127272727272727,1,toward_cover
284,15,15,cover,15,15,floor,0.0,0.0,0.0,free,1.0,1.0,284.0,baseline_2d,0.5145454545454545,1,toward_cover
285,15,16,cover,15,16,floor,0.0,0.0,0.0,free,1.0,1.0,285.0,baseline_2d,0.5163636363636364,1,toward_cover
286,14,16,cover,14,16,floor,0.0,0.0,0.0,free,1.0,1.0,286.0,baseline_2d,0.5181818181818182,1,toward_cover
287,13,16,cover,13,16,floor,0.0,0.0,0.0,free,1.0,1.0,287.0,baseline_2d,0.52,1,toward_cover
288,12,16,cover,12,16,floor,0.0,0.0,0.0,free,1.0,1.0,288.0,baseline_2d,0.5218181818181818,1,toward_cover
289,11,16,cover,11,16,floor,0.0,0.0,0.0,free,1.0,1.0,289.0,baseline_2d,0.5236363636363637,1,toward_cover
290,11,17,cover,11,17,floor,0.0,0.0,0.0,free,1.0,1.0,290.0,baseline_2d,0.5254545454545455,1,toward_cover
291,12,17,cover,12,17,floor,0.0,0.0,0.0,free,1.0,1.0,291.0,baseline_2d,0.5272727272727272,1,toward_cover
292,13,17,cover,13,17,floor,0.0,0.0,0.0,free,1.0,1.0,292.0,baseline_2d,0.5290909090909091,1,toward_cover
293,14,17,cover,14,17,floor,0.0,0.0,0.0,free,1.0,1.0,293.0,baseline_2d,0.5309090909090909,1,toward_cover
294,15,17,cover,15,17,floor,0.0,0.0,0.0,free,1.0,1.0,294.0,baseline_2d,0.5327272727272727,1,toward_cover
295,15,18,cover,15,18,floor,0.0,0.0,0.0,free,1.0,1.0,295.0,baseline_2d,0.5345454545454545,1,toward_cover
296,14,18,cover,14,18,floor,0.0,0.0,0.0,free,1.0,1.0,296.0,baseline_2d,0.5363636363636364,1,toward_cover
297,13,18,cover,13,18,floor,0.0,0.0,0.0,free,1.0,1.0,297.0,baseline_2d,0.5381818181818182,1,toward_cover
298,12,18,cover,12,18,floor,0.0,0.0,0.0,free,1.0,1.0,298.0,baseline_2d,0.54,1,toward_cover
299,11,18,cover,11,18,floor,0.0,0.0,0.0,free,1.0,1.0,299.0,baseline_2d,0.5418181818181819,1,toward_cover
300,11,19,cover,11,19,floor,0.0,0.0,0.0,free,1.0,1.0,300.0,baseline_2d,0.5436363636363636,1,toward_cover
301,12,19,cover,12,19,floor,0.0,0.0,0.0,free,1.0,1.0,301.0,baseline_2d,0.5454545454545454,1,toward_cover
302,13,19,cover,13,19,floor,0.0,0.0,0.0,free,1.0,1.0,302.0,baseline_2d,0.5472727272727272,1,toward_cover
303,14,19,cover,14,19,floor,0.0,0.0,0.0,free,1.0,1.0,303.0,baseline_2d,0.5490909090909091,1,toward_cover
304,15,19,cover,15,19,floor,0.0,0.0,0.0,free,1.0,1.0,304.0,baseline_2d,0.5509090909090909,1,toward_cover
305,15,20,cover,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,305.0,baseline_2d,0.5527272727272727,1,toward_cover
306,14,20,cover,14,20,floor,0.0,0.0,0.0,free,1.0,1.0,306.0,baseline_2d,0.5545454545454546,1,toward_cover
307,13,20,cover,13,20,floor,0.0,0.0,0.0,free,1.0,1.0,307.0,baseline_2d,0.5563636363636364,1,toward_cover
308,12,20,cover,12,20,floor,0.0,0.0,0.0,free,1.0,1.0,308.0,baseline_2d,0.5581818181818182,1,toward_cover
309,11,20,cover,11,20,floor,0.0,0.0,0.0,free,1.0,1.0,309.0,baseline_2d,0.56,1,toward_cover
310,10,20,cover,10,20,floor,0.0,0.0,0.0,free,1.0,1.0,310.0,baseline_2d,0.5618181818181818,1,toward_cover
311,10,19,cover,10,19,floor,0.0,0.0,0.0,free,1.0,1.0,311.0,baseline_2d,0.5636363636363636,1,toward_cover
312,9,19,cover,9,19,floor,0.0,0.0,0.0,free,1.0,1.0,312.0,baseline_2d,0.5654545454545454,1,toward_cover
313,9,20,cover,9,20,floor,0.0,0.0,0.0,free,1.0,1.0,313.0,baseline_2d,0.5672727272727273,1,toward_cover
314,8,20,cover,8,20,floor,0.0,0.0,0.0,free,1.0,1.0,314.0,baseline_2d,0.5690909090909091,1,toward_cover
315,7,20,cover,7,20,floor,0.0,0.0,0.0,free,1.0,1.0,315.0,baseline_2d,0.5709090909090909,1,toward_cover
316,6,20,cover,6,20,floor,0.0,0.0,0.0,free,1.0,1.0,316.0,baseline_2d,0.5727272727272728,1,toward_cover
317,5,20,cover,5,20,floor,0.0,0.0,0.0,free,1.0,1.0,317.0,baseline_2d,0.5745454545454546,1,toward_cover
318,4,20,cover,4,20,floor,0.0,0.0,0.0,free,1.0,1.0,318.0,baseline_2d,0.5763636363636364,1,toward_cover
319,3,20,cover,3,20,floor,0.0,0.0,0.0,free,1.0,1.0,319.0,baseline_2d,0.5781818181818181,1,toward_cover
320,2,20,cover,2,20,floor,0.0,0.0,0.0,free,1.0,1.0,320.0,baseline_2d,0.58,1,toward_cover
321,1,20,cover,1,20,floor,0.0,0.0,0.0,free,1.0,1.0,321.0,baseline_2d,0.5818181818181818,1,toward_cover
322,2,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,322.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
323,3,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,323.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
324,4,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,324.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
325,5,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,325.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
326,6,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,326.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
327,7,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,327.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
328,8,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,328.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
329,9,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,329.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
330,9,19,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,330.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
331,10,19,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,331.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
332,10,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,332.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
333,11,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,333.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
334,12,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,334.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
335,13,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,335.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
336,14,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,336.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
337,15,20,recover_backtrack,15,20,floor,0.0,0.0,0.0,free,1.0,1.0,337.0,baseline_2d,0.5818181818181818,2,backtrack_to_branch_cell
338,16,20,recover_branch,16,20,floor,0.0,0.0,0.0,free,1.0,1.0,338.0,baseline_2d,0.5836363636363636,2,toward_recover_branch
339,17,20,cover,17,20,floor,0.0,0.0,0.0,free,1.0,1.0,339.0,baseline_2d,0.5854545454545454,2,toward_cover
340,18,20,cover,18,20,floor,0.0,0.0,0.0,free,1.0,1.0,340.0,baseline_2d,0.5872727272727273,2,toward_cover
341,18,19,cover,18,19,floor,0.0,0.0,0.0,free,1.0,1.0,341.0,baseline_2d,0.5890909090909091,2,toward_cover
342,18,18,cover,18,18,floor,0.0,0.0,0.0,free,1.0,1.0,342.0,baseline_2d,0.5909090909090909,2,toward_cover
343,18,17,cover,18,17,floor,0.0,0.0,0.0,free,1.0,1.0,343.0,baseline_2d,0.5927272727272728,2,toward_cover
344,18,16,cover,18,16,floor,0.0,0.0,0.0,free,1.0,1.0,344.0,baseline_2d,0.5945454545454546,2,toward_cover
345,18,15,cover,18,15,floor,0.0,0.0,0.0,free,1.0,1.0,345.0,baseline_2d,0.5963636363636363,2,toward_cover
346,18,14,cover,18,14,floor,0.0,0.0,0.0,free,1.0,1.0,346.0,baseline_2d,0.5981818181818181,2,toward_cover
347,18,13,cover,18,13,floor,0.0,0.0,0.0,free,1.0,1.0,347.0,baseline_2d,0.6,2,toward_cover
348,18,12,cover,18,12,floor,0.0,0.0,0.0,free,1.0,1.0,348.0,baseline_2d,0.6018181818181818,2,toward_cover
349,18,11,cover,18,11,floor,0.0,0.0,0.0,free,1.0,1.0,349.0,baseline_2d,0.6036363636363636,2,toward_cover
350,18,10,cover,18,10,floor,0.0,0.0,0.0,free,1.0,1.0,350.0,baseline_2d,0.6054545454545455,2,toward_cover
351,18,9,cover,18,9,floor,0.0,0.0,0.0,free,1.0,1.0,351.0,baseline_2d,0.6072727272727273,2,toward_cover
352,18,8,cover,18,8,floor,0.0,0.0,0.0,free,1.0,1.0,352.0,baseline_2d,0.6090909090909091,2,toward_cover
353,18,7,cover,18,7,floor,0.0,0.0,0.0,free,1.0,1.0,353.0,baseline_2d,0.610909090909091,2,toward_cover
354,18,6,cover,18,6,floor,0.0,0.0,0.0,free,1.0,1.0,354.0,baseline_2d,0.6127272727272727,2,toward_cover
355,18,5,cover,18,5,floor,0.0,0.0,0.0,free,1.0,1.0,355.0,baseline_2d,0.6145454545454545,2,toward_cover
356,19,5,cover,19,5,floor,0.0,0.0,0.0,free,1.0,1.0,356.0,baseline_2d,0.6163636363636363,2,toward_cover
357,20,5,cover,20,5,floor,0.0,0.0,0.0,free,1.0,1.0,357.0,baseline_2d,0.6181818181818182,2,toward_cover
358,21,5,cover,21,5,floor,0.0,0.0,0.0,free,1.0,1.0,358.0,baseline_2d,0.62,2,toward_cover
359,22,5,cover,22,5,floor,0.0,0.0,0.0,free,1.0,1.0,359.0,baseline_2d,0.6218181818181818,2,toward_cover
360,23,5,cover,23,5,floor,0.0,0.0,0.0,free,1.0,1.0,360.0,baseline_2d,0.6236363636363637,2,toward_cover
361,23,6,cover,23,6,floor,0.0,0.0,0.0,free,1.0,1.0,361.0,baseline_2d,0.6254545454545455,2,toward_cover
362,22,6,cover,22,6,floor,0.0,0.0,0.0,free,1.0,1.0,362.0,baseline_2d,0.6272727272727273,2,toward_cover
363,21,6,cover,21,6,floor,0.0,0.0,0.0,free,1.0,1.0,363.0,baseline_2d,0.6290909090909091,2,toward_cover
364,20,6,cover,20,6,floor,0.0,0.0,0.0,free,1.0,1.0,364.0,baseline_2d,0.6309090909090909,2,toward_cover
365,19,6,cover,19,6,floor,0.0,0.0,0.0,free,1.0,1.0,365.0,baseline_2d,0.6327272727272727,2,toward_cover
366,19,7,cover,19,7,floor,0.0,0.0,0.0,free,1.0,1.0,366.0,baseline_2d,0.6345454545454545,2,toward_cover
367,20,7,cover,20,7,floor,0.0,0.0,0.0,free,1.0,1.0,367.0,baseline_2d,0.6363636363636364,2,toward_cover
368,21,7,cover,21,7,floor,0.0,0.0,0.0,free,1.0,1.0,368.0,baseline_2d,0.6381818181818182,2,toward_cover
369,22,7,cover,22,7,floor,0.0,0.0,0.0,free,1.0,1.0,369.0,baseline_2d,0.64,2,toward_cover
370,23,7,cover,23,7,floor,0.0,0.0,0.0,free,1.0,1.0,370.0,baseline_2d,0.6418181818181818,2,toward_cover
371,23,8,cover,23,8,floor,0.0,0.0,0.0,free,1.0,1.0,371.0,baseline_2d,0.6436363636363637,2,toward_cover
372,22,8,cover,22,8,floor,0.0,0.0,0.0,free,1.0,1.0,372.0,baseline_2d,0.6454545454545455,2,toward_cover
373,21,8,cover,21,8,floor,0.0,0.0,0.0,free,1.0,1.0,373.0,baseline_2d,0.6472727272727272,2,toward_cover
374,20,8,cover,20,8,floor,0.0,0.0,0.0,free,1.0,1.0,374.0,baseline_2d,0.649090909090909,2,toward_cover
375,19,8,cover,19,8,floor,0.0,0.0,0.0,free,1.0,1.0,375.0,baseline_2d,0.6509090909090909,2,toward_cover
376,19,9,cover,19,9,floor,0.0,0.0,0.0,free,1.0,1.0,376.0,baseline_2d,0.6527272727272727,2,toward_cover
377,20,9,cover,20,9,floor,0.0,0.0,0.0,free,1.0,1.0,377.0,baseline_2d,0.6545454545454545,2,toward_cover
378,21,9,cover,21,9,floor,0.0,0.0,0.0,free,1.0,1.0,378.0,baseline_2d,0.6563636363636364,2,toward_cover
379,22,9,cover,22,9,floor,0.0,0.0,0.0,free,1.0,1.0,379.0,baseline_2d,0.6581818181818182,2,toward_cover
380,23,9,cover,23,9,floor,0.0,0.0,0.0,free,1.0,1.0,380.0,baseline_2d,0.66,2,toward_cover
381,23,10,cover,23,10,floor,0.0,0.0,0.0,free,1.0,1.0,381.0,baseline_2d,0.6618181818181819,2,toward_cover
382,22,10,cover,22,10,floor,0.0,0.0,0.0,free,1.0,1.0,382.0,baseline_2d,0.6636363636363637,2,toward_cover
383,21,10,cover,21,10,floor,0.0,0.0,0.0,free,1.0,1.0,383.0,baseline_2d,0.6654545454545454,2,toward_cover
384,20,10,cover,20,10,floor,0.0,0.0,0.0,free,1.0,1.0,384.0,baseline_2d,0.6672727272727272,2,toward_cover
385,19,10,cover,19,10,floor,0.0,0.0,0.0,free,1.0,1.0,385.0,baseline_2d,0.6690909090909091,2,toward_cover
386,19,11,cover,19,11,floor,0.0,0.0,0.0,free,1.0,1.0,386.0,baseline_2d,0.6709090909090909,2,toward_cover
387,20,11,cover,20,11,floor,0.0,0.0,0.0,free,1.0,1.0,387.0,baseline_2d,0.6727272727272727,2,toward_cover
388,21,11,cover,21,11,floor,0.0,0.0,0.0,free,1.0,1.0,388.0,baseline_2d,0.6745454545454546,2,toward_cover
389,22,11,cover,22,11,floor,0.0,0.0,0.0,free,1.0,1.0,389.0,baseline_2d,0.6763636363636364,2,toward_cover
390,23,11,cover,23,11,floor,0.0,0.0,0.0,free,1.0,1.0,390.0,baseline_2d,0.6781818181818182,2,toward_cover
391,23,12,cover,23,12,floor,0.0,0.0,0.0,free,1.0,1.0,391.0,baseline_2d,0.68,2,toward_cover
392,22,12,cover,22,12,floor,0.0,0.0,0.0,free,1.0,1.0,392.0,baseline_2d,0.6818181818181818,2,toward_cover
393,21,12,cover,21,12,floor,0.0,0.0,0.0,free,1.0,1.0,393.0,baseline_2d,0.6836363636363636,2,toward_cover
394,20,12,cover,20,12,floor,0.0,0.0,0.0,free,1.0,1.0,394.0,baseline_2d,0.6854545454545454,2,toward_cover
395,19,12,cover,19,12,floor,0.0,0.0,0.0,free,1.0,1.0,395.0,baseline_2d,0.6872727272727273,2,toward_cover
396,19,13,cover,19,13,floor,0.0,0.0,0.0,free,1.0,1.0,396.0,baseline_2d,0.6890909090909091,2,toward_cover
397,20,13,cover,20,13,floor,0.0,0.0,0.0,free,1.0,1.0,397.0,baseline_2d,0.6909090909090909,2,toward_cover
398,21,13,cover,21,13,floor,0.0,0.0,0.0,free,1.0,1.0,398.0,baseline_2d,0.6927272727272727,2,toward_cover
399,22,13,cover,22,13,floor,0.0,0.0,0.0,free,1.0,1.0,399.0,baseline_2d,0.6945454545454546,2,toward_cover
400,23,13,cover,23,13,floor,0.0,0.0,0.0,free,1.0,1.0,400.0,baseline_2d,0.6963636363636364,2,toward_cover
401,23,14,cover,23,14,floor,0.0,0.0,0.0,free,1.0,1.0,401.0,baseline_2d,0.6981818181818182,2,toward_cover
402,22,14,cover,22,14,floor,0.0,0.0,0.0,free,1.0,1.0,402.0,baseline_2d,0.7,2,toward_cover
403,21,14,cover,21,14,floor,0.0,0.0,0.0,free,1.0,1.0,403.0,baseline_2d,0.7018181818181818,2,toward_cover
404,20,14,cover,20,14,floor,0.0,0.0,0.0,free,1.0,1.0,404.0,baseline_2d,0.7036363636363636,2,toward_cover
405,19,14,cover,19,14,floor,0.0,0.0,0.0,free,1.0,1.0,405.0,baseline_2d,0.7054545454545454,2,toward_cover
406,19,15,cover,19,15,floor,0.0,0.0,0.0,free,1.0,1.0,406.0,baseline_2d,0.7072727272727273,2,toward_cover
407,20,15,cover,20,15,floor,0.0,0.0,0.0,free,1.0,1.0,407.0,baseline_2d,0.7090909090909091,2,toward_cover
408,21,15,cover,21,15,floor,0.0,0.0,0.0,free,1.0,1.0,408.0,baseline_2d,0.7109090909090909,2,toward_cover
409,22,15,cover,22,15,floor,0.0,0.0,0.0,free,1.0,1.0,409.0,baseline_2d,0.7127272727272728,2,toward_cover
410,23,15,cover,23,15,floor,0.0,0.0,0.0,free,1.0,1.0,410.0,baseline_2d,0.7145454545454546,2,toward_cover
411,23,16,cover,23,16,floor,0.0,0.0,0.0,free,1.0,1.0,411.0,baseline_2d,0.7163636363636363,2,toward_cover
412,22,16,cover,22,16,floor,0.0,0.0,0.0,free,1.0,1.0,412.0,baseline_2d,0.7181818181818181,2,toward_cover
413,21,16,cover,21,16,floor,0.0,0.0,0.0,free,1.0,1.0,413.0,baseline_2d,0.72,2,toward_cover
414,20,16,cover,20,16,floor,0.0,0.0,0.0,free,1.0,1.0,414.0,baseline_2d,0.7218181818181818,2,toward_cover
415,19,16,cover,19,16,floor,0.0,0.0,0.0,free,1.0,1.0,415.0,baseline_2d,0.7236363636363636,2,toward_cover
416,19,17,cover,19,17,floor,0.0,0.0,0.0,free,1.0,1.0,416.0,baseline_2d,0.7254545454545455,2,toward_cover
417,20,17,cover,20,17,floor,0.0,0.0,0.0,free,1.0,1.0,417.0,baseline_2d,0.7272727272727273,2,toward_cover
418,21,17,cover,21,17,floor,0.0,0.0,0.0,free,1.0,1.0,418.0,baseline_2d,0.7290909090909091,2,toward_cover
419,22,17,cover,22,17,floor,0.0,0.0,0.0,free,1.0,1.0,419.0,baseline_2d,0.730909090909091,2,toward_cover
420,23,17,cover,23,17,floor,0.0,0.0,0.0,free,1.0,1.0,420.0,baseline_2d,0.7327272727272728,2,toward_cover
421,23,18,cover,23,18,floor,0.0,0.0,0.0,free,1.0,1.0,421.0,baseline_2d,0.7345454545454545,2,toward_cover
422,22,18,cover,22,18,floor,0.0,0.0,0.0,free,1.0,1.0,422.0,baseline_2d,0.7363636363636363,2,toward_cover
423,21,18,cover,21,18,floor,0.0,0.0,0.0,free,1.0,1.0,423.0,baseline_2d,0.7381818181818182,2,toward_cover
424,20,18,cover,20,18,floor,0.0,0.0,0.0,free,1.0,1.0,424.0,baseline_2d,0.74,2,toward_cover
425,19,18,cover,19,18,floor,0.0,0.0,0.0,free,1.0,1.0,425.0,baseline_2d,0.7418181818181818,2,toward_cover
426,19,19,cover,19,19,floor,0.0,0.0,0.0,free,1.0,1.0,426.0,baseline_2d,0.7436363636363637,2,toward_cover
427,20,19,cover,20,19,floor,0.0,0.0,0.0,free,1.0,1.0,427.0,baseline_2d,0.7454545454545455,2,toward_cover
428,21,19,cover,21,19,floor,0.0,0.0,0.0,free,1.0,1.0,428.0,baseline_2d,0.7472727272727273,2,toward_cover
429,22,19,cover,22,19,floor,0.0,0.0,0.0,free,1.0,1.0,429.0,baseline_2d,0.7490909090909091,2,toward_cover
430,23,19,cover,23,19,floor,0.0,0.0,0.0,free,1.0,1.0,430.0,baseline_2d,0.7509090909090909,2,toward_cover
431,24,19,cover,24,19,floor,0.0,0.0,0.0,free,1.0,1.0,431.0,baseline_2d,0.7527272727272727,2,toward_cover
432,24,18,cover,24,18,floor,0.0,0.0,0.0,free,1.0,1.0,432.0,baseline_2d,0.7545454545454545,2,toward_cover
433,25,18,cover,25,18,floor,0.0,0.0,0.0,free,1.0,1.0,433.0,baseline_2d,0.7563636363636363,2,toward_cover
434,26,18,cover,26,18,floor,0.0,0.0,0.0,free,1.0,1.0,434.0,baseline_2d,0.7581818181818182,2,toward_cover
435,26,17,cover,26,17,floor,0.0,0.0,0.0,free,1.0,1.0,435.0,baseline_2d,0.76,2,toward_cover
436,26,16,cover,26,16,floor,0.0,0.0,0.0,free,1.0,1.0,436.0,baseline_2d,0.7618181818181818,2,toward_cover
437,26,15,cover,26,15,floor,0.0,0.0,0.0,free,1.0,1.0,437.0,baseline_2d,0.7636363636363637,2,toward_cover
438,26,14,cover,26,14,floor,0.0,0.0,0.0,free,1.0,1.0,438.0,baseline_2d,0.7654545454545455,2,toward_cover
439,26,13,cover,26,13,floor,0.0,0.0,0.0,free,1.0,1.0,439.0,baseline_2d,0.7672727272727272,2,toward_cover
440,26,12,cover,26,12,floor,0.0,0.0,0.0,free,1.0,1.0,440.0,baseline_2d,0.769090909090909,2,toward_cover
441,26,11,cover,26,11,floor,0.0,0.0,0.0,free,1.0,1.0,441.0,baseline_2d,0.7709090909090909,2,toward_cover
442,26,10,cover,26,10,floor,0.0,0.0,0.0,free,1.0,1.0,442.0,baseline_2d,0.7727272727272727,2,toward_cover
443,26,9,cover,26,9,floor,0.0,0.0,0.0,free,1.0,1.0,443.0,baseline_2d,0.7745454545454545,2,toward_cover
444,26,8,cover,26,8,floor,0.0,0.0,0.0,free,1.0,1.0,444.0,baseline_2d,0.7763636363636364,2,toward_cover
445,26,7,cover,26,7,floor,0.0,0.0,0.0,free,1.0,1.0,445.0,baseline_2d,0.7781818181818182,2,toward_cover
446,26,6,cover,26,6,floor,0.0,0.0,0.0,free,1.0,1.0,446.0,baseline_2d,0.78,2,toward_cover
447,26,5,cover,26,5,floor,0.0,0.0,0.0,free,1.0,1.0,447.0,baseline_2d,0.7818181818181819,2,toward_cover
448,26,4,cover,26,4,floor,0.0,0.0,0.0,free,1.0,1.0,448.0,baseline_2d,0.7836363636363637,2,toward_cover
449,26,3,cover,26,3,floor,0.0,0.0,0.0,free,1.0,1.0,449.0,baseline_2d,0.7854545454545454,2,toward_cover
450,27,3,cover,27,3,floor,0.0,0.0,0.0,free,1.0,1.0,450.0,baseline_2d,0.7872727272727272,2,toward_cover
451,28,3,cover,28,3,floor,0.0,0.0,0.0,free,1.0,1.0,451.0,baseline_2d,0.7890909090909091,2,toward_cover
452,29,3,cover,29,3,floor,0.0,0.0,0.0,free,1.0,1.0,452.0,baseline_2d,0.7909090909090909,2,toward_cover
453,30,3,cover,30,3,floor,0.0,0.0,0.0,free,1.0,1.0,453.0,baseline_2d,0.7927272727272727,2,toward_cover
454,31,3,cover,31,3,floor,0.0,0.0,0.0,free,1.0,1.0,454.0,baseline_2d,0.7945454545454546,2,toward_cover
455,32,3,cover,32,3,floor,0.0,0.0,0.0,free,1.0,1.0,455.0,baseline_2d,0.7963636363636364,2,toward_cover
456,32,4,cover,32,4,floor,0.0,0.0,0.0,free,1.0,1.0,456.0,baseline_2d,0.7981818181818182,2,toward_cover
457,31,4,cover,31,4,floor,0.0,0.0,0.0,free,1.0,1.0,457.0,baseline_2d,0.8,2,toward_cover
458,30,4,cover,30,4,floor,0.0,0.0,0.0,free,1.0,1.0,458.0,baseline_2d,0.8018181818181818,2,toward_cover
459,29,4,cover,29,4,floor,0.0,0.0,0.0,free,1.0,1.0,459.0,baseline_2d,0.8036363636363636,2,toward_cover
460,28,4,cover,28,4,floor,0.0,0.0,0.0,free,1.0,1.0,460.0,baseline_2d,0.8054545454545454,2,toward_cover
461,27,4,cover,27,4,floor,0.0,0.0,0.0,free,1.0,1.0,461.0,baseline_2d,0.8072727272727273,2,toward_cover
462,27,5,cover,27,5,floor,0.0,0.0,0.0,free,1.0,1.0,462.0,baseline_2d,0.8090909090909091,2,toward_cover
463,28,5,cover,28,5,floor,0.0,0.0,0.0,free,1.0,1.0,463.0,baseline_2d,0.8109090909090909,2,toward_cover
464,29,5,cover,29,5,floor,0.0,0.0,0.0,free,1.0,1.0,464.0,baseline_2d,0.8127272727272727,2,toward_cover
465,30,5,cover,30,5,floor,0.0,0.0,0.0,free,1.0,1.0,465.0,baseline_2d,0.8145454545454546,2,toward_cover
466,31,5,cover,31,5,floor,0.0,0.0,0.0,free,1.0,1.0,466.0,baseline_2d,0.8163636363636364,2,toward_cover
467,32,5,cover,32,5,floor,0.0,0.0,0.0,free,1.0,1.0,467.0,baseline_2d,0.8181818181818182,2,toward_cover
468,32,6,cover,32,6,floor,0.0,0.0,0.0,free,1.0,1.0,468.0,baseline_2d,0.82,2,toward_cover
469,31,6,cover,31,6,floor,0.0,0.0,0.0,free,1.0,1.0,469.0,baseline_2d,0.8218181818181818,2,toward_cover
470,30,6,cover,30,6,floor,0.0,0.0,0.0,free,1.0,1.0,470.0,baseline_2d,0.8236363636363636,2,toward_cover
471,29,6,cover,29,6,floor,0.0,0.0,0.0,free,1.0,1.0,471.0,baseline_2d,0.8254545454545454,2,toward_cover
472,28,6,cover,28,6,floor,0.0,0.0,0.0,free,1.0,1.0,472.0,baseline_2d,0.8272727272727273,2,toward_cover
473,27,6,cover,27,6,curtain_soft,0.0,0.0,0.0,cautious,2.0,1.0,473.0,baseline_2d,0.8290909090909091,2,toward_cover
474,27,7,cover,27,7,curtain_soft,0.0,0.0,0.0,cautious,2.0,1.0,474.0,baseline_2d,0.8309090909090909,2,toward_cover
475,28,7,cover,28,7,floor,0.0,0.0,0.0,free,1.0,1.0,475.0,baseline_2d,0.8327272727272728,2,toward_cover
476,29,7,cover,29,7,floor,0.0,0.0,0.0,free,1.0,1.0,476.0,baseline_2d,0.8345454545454546,2,toward_cover
477,30,7,cover,30,7,floor,0.0,0.0,0.0,free,1.0,1.0,477.0,baseline_2d,0.8363636363636363,2,toward_cover
478,31,7,cover,31,7,floor,0.0,0.0,0.0,free,1.0,1.0,478.0,baseline_2d,0.8381818181818181,2,toward_cover
479,32,7,cover,32,7,floor,0.0,0.0,0.0,free,1.0,1.0,479.0,baseline_2d,0.84,2,toward_cover
